"","reuniao","data","nome","funcao_blocoPar","BlocoParl","partido","estado","complemento","fala"
"1","27","2021-06-25","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM. Fala da Presidência.)","PSD","AM","Fala da Presidência","Havendo número regimental, declaro aberta a 27ª Reunião da Comissão Parlamentar Inquérito criada pelos Requerimentos 1.371 e 1.372, de 2021, para apurar as ações e omissões do Governo Federal no enfrentamento da pandemia da Covid-19, bem como outras ações ou omissões cometidas por administradores públicos federais, estaduais e municipais no trato com a coisa pública, durante a vigência da calamidade originada pela pandemia do coronavírus. A presente reunião destina-se a ouvirmos, em atendimento ao requerimento do Relator, Senador Renan Calheiros... Eu pediria aos Senadores que, por favor, deixem-me ler aqui, depois a gente comemora. Não sei o que, mas a gente comemora. A presente reunião destina-se a ouvirmos, em atendimento ao requerimento do Relator, Senador Renan Calheiros, Luis Ricardo Fernandes Miranda, servidor público do Ministério da Saúde, e seu irmão, o Deputado Federal Luis Claudio Fernandes Miranda, nos termos do convite aprovado por esta Comissão. Eu passo a palavra ao Relator, Senador Renan Calheiros. "
"2","27","2021-06-25","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator.)","Bloco Parlamentar Unidos pelo Brasil","MDB","AL","Como Relator","Sr. Presidente, antes de começarmos a oitiva programada para hoje, nós precisamos fazer um alerta muito importante exatamente, Senador Fernando Bezerra, sobre a postura do Ministério da Saúde em sua obrigação de colaborar com as investigações conduzidas por esta Comissão Parlamentar de Inquérito. Nós aprovamos alguns requerimentos que determinam que o Ministério da Saúde dê acesso externo à equipe técnica da Comissão Parlamentar de Inquérito formada por auditores do Tribunal de Contas da União e da Consultoria Legislativa desta Casa aos processos administrativos relacionados à aquisição de vacinas. A Secretaria da CPI já expediu ofício ao Ministério há 25 dias – 25 dias –, mas a pasta ainda não forneceu o referido acesso aos servidores designados para análise dos documentos. Ora, hoje, mais uma vez, fizemos um contato com a assessoria parlamentar do Ministério da Saúde, por meio do Sr. Paulo Tiago, que disse que a questão dependeria de uma reunião com o Ministro, que só seria realizada essa reunião amanhã – amanhã. Precisamos dizer, Presidente, Sras. Senadoras, Srs. Senadores, que esta Comissão Parlamentar de Inquérito não vai, até porque não pode, aceitar essas manobras obstrutivas e protelatórias do Governo, agora através do Ministério da Saúde. Nós vamos ter que investigar, sim. Esse é o nosso objetivo, é o nosso papel.         Por isso, Sr. Presidente, eu solicito a V. Exa. que tome as providências enérgicas, como sempre, contra obstruções do Ministro Marcelo Queiroga, que, inclusive, já é investigado nesta própria Comissão Parlamentar de Inquérito e está incorrendo numa nova prática delituosa, criando obstáculo ao acesso à documentação do ministério, depois de requerimento aprovado por esta Comissão Parlamentar de Inquérito há 25 dias. Olhe que nós temos um prazo de 90 dias para investigação. Nós temos uma manobra obstrutiva, fundamental, sobre documentos de aquisição de vacinas, e há 25 dias o Ministério ainda não se reuniu com o Ministro pra dar o acesso como quer a Comissão e como tem direito... Eu peço providências de V. Sa. "
"3","27","2021-06-25","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE. Pela ordem.)","Bloco Parlamentar Unidos pelo Brasil","MDB","PE","Pela ordem","Sr. Presidente, só pra, digamos, registrar, porque agora nós estamos com a sessão já em curso, reiterar ao Senador Renan Calheiros, reiterar a todos os membros desta Comissão a disposição plena do Ministro Marcelo Queiroga para atender a todas as solicitações, esclarecer esses eventuais atrasos que o Relator está aqui a indicar. Mas acho que seria também importante fazer uma reflexão sobre a alta demanda de informações que foram encaminhadas ao Ministério da Saúde. E muitas dessas informações, eu ouso dizer que mais de 90% das informações solicitadas, foram encaminhadas a esta Comissão Parlamentar de Inquérito. Mas renovo aqui esse compromisso com todos os membros da Comissão, em especial com o Sr. Relator e o Sr. Presidente, de que o Ministro Marcelo Queiroga irá autorizar o pleno acesso desta documentação, dessas informações, para que a Comissão Parlamentar de Inquérito tenha todo o material necessário para concluir o seu trabalho. Muito obrigado, Sr. Presidente. "
"4","27","2021-06-25","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP. Pela ordem.)","Bloco Parlamentar Senado Independente","REDE","AP","Pela ordem","Sr. Presidente, da mesma forma, já com a sessão em curso e a partir do alerta trazido pelo Relator, o que nós temos percebido, Presidente, é uma prática contínua por parte do Governo. No meu entender, incorre no art. 4º da Lei 1.579 de 1952, que rege o funcionamento de Comissões Parlamentares de Inquérito. Diz o artigo 4º do dispositivo legal que constitui crime a prática de ameaças ou assuadas ou omissão de documentos a inquérito em curso. Ameaças, me parece que foi o que ocorreu, notadamente com a fala do Sr. Onyx, Secretário-Geral da Presidência, na quarta-feira, e de um investigado. Pasmem, Sr. Presidente, Sr. Relator: o Governo, ao responder pela primeira vez sobre Covaxin, coloca um investigado pela CPI pra responder, que é o Sr. Elcio Franco. Então, ali já caracterizava. Caracteriza também quando os documentos não vêm pra esta Comissão em tempo certo. Presidente, o senhor é testemunha, nesta semana, na terça-feira, eu alertei que os documentos do Ministério da Saúde sobre a empresa Precisa ainda não tinham chegado.         Passou terça. O senhor aqui, na transmissão ao vivo, apelou para o Ministro da Saúde, não obteve resposta. Foi necessário, hoje, o Senador Rogério Carvalho, mais uma vez, reiterar o pedido de informações de documentos que não chegam. A lei estabelece, no Código de Processo Penal, cinco dias. No caso do Ministério da Saúde, a demora já configura quase duas semanas, Presidente. É necessário V. Exa. reiterar as responsabilizações que existem sobre a omissão de vinda de documentos a esta CPI. Esta não é a única. Temos informações aqui de que outras informações que estão sendo pedidas por esta CPI estão vindo erradamente ou não vêm. Outras informações, que foram requisitadas por esta CPI, têm tido omissão deliberada por parte do Governo, sobretudo em relação ao comparecimento de agentes investigados por esta CPI no Palácio do Planalto. Sobretudo em relação a isso, sobretudo à agenda presidencial. Então, não se trata somente do Ministério da Saúde; trata-se de uma prática que me parece reiterada e deliberada por parte do Governo de: um, obstruir o trabalho da Comissão, obstruir a investigação; dois, se omitir em relação à prestação das informações requisitadas. Diante disso, Presidente, eu reitero a necessidade de esta CPI advertir, nos termos da lei do art. 349, do Código de Processo Penal, as penas que lá estão expostas, que são as mesmas, conforme o art. 4º, da Lei 1.579, que devem ser infligidas àqueles agentes públicos que procurarem obstruir investigações em andamento. "
"5","27","2021-06-25","CIRO NOGUEIRA","(Bloco Parlamentar Unidos pelo Brasil/PP - PI)","Bloco Parlamentar Unidos pelo Brasil","PP","PI","","Presidente, vamos iniciar os trabalhos? "
"6","27","2021-06-25","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator.)","Bloco Parlamentar Unidos pelo Brasil","MDB","AL","Como Relator","Senador Randolfe, sem falar nas informações imprecisas e no tempo que nós perdemos aqui para reclassificar os sigilos e indivíduos que tinham sido classificados, contra a lei. Hoje mesmo – e isso é grave –, uma jornalista conceituada me procurou com informações de que o Palácio do Planalto nos deu uma informação específica, pontual, com relação às vezes que o Carlos Wizard tinha ido ao Palácio do Planalto, e agora, quando vem o detalhamento das agendas e das entradas do Palácio do Planalto, são informações que não se comparam, quer dizer, inexatas. Então, estou falando isso, e V. Exa. também exatamente falou, porque nós pretendemos deixar claro que nós vamos continuar investigando, mas que essa tarefa não é fácil! A investigação parlamentar já é uma investigação complexa, complexa, mas nós temos nos desdobrado. Mas, para que isso aconteça com a velocidade que todos nós queremos e a sociedade cobra, é muito importante que as pessoas do Governo saibam que estão incorrendo em problemas, na medida em que não facilitam esses acessos, na medida em que distorcem os sigilos e na medida em que dão informações contraditórias, o mesmo órgão, como no caso do Palácio do Planalto. "
"7","27","2021-06-25","LUIS CARLOS HEINZE","(Bloco Parlamentar Unidos pelo Brasil/PP - RS)","Bloco Parlamentar Unidos pelo Brasil","PP","RS","","Vamos iniciar, Presidente? "
"8","27","2021-06-25","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE. Pela ordem.)","Bloco Parlamentar Unidos pelo Brasil","MDB","PE","Pela ordem","Sr. Presidente, na sessão de ontem, o Senador Renan Calheiros chegou a sugerir a necessidade de proteção aos Diretores da Precisa Medicamentos, e V. Exa. oficiou um ofício aos Diretores da Precisa sobre esse tema.          Eu gostaria de saber se houve resposta por parte dos Diretores da Precisa e, se houve, se o senhor poderia comentar qual foi a resposta dada ao ofício que V. Exa. encaminhou sobre a necessidade ou não de proteção, de segurança aos Diretores da Precisa. "
"9","27","2021-06-25","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Não. Eu encaminhei conforme o pedido feito pelo Senador Renan Calheiros. Eu encaminhei e recebi uma resposta dos advogados dele dizendo que não era necessário, que ele não tinha nada a esconder, que ele estava tranquilo e tal. Tem lá um monte de palavras bonitas, mas o fundamental é dizer que eles não precisam de segurança. "
"10","27","2021-06-25","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Bloco Parlamentar Unidos pelo Brasil","MDB","PE","","Muito obrigado, Sr. Presidente. "
