"","reuniao","data","nome","funcao_blocoPar","BlocoParl","partido","estado","complemento","fala"
"1","2","2021-04-29","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM. Fala da Presidência.)","PSD","AM","Fala da Presidência","Havendo número regimental, declaro aberta a 2ª Reunião da Comissão Parlamentar de Inquérito criada pelos Requerimentos 1.371 e 1.372, de 2021, para apurar as ações e omissões do Governo Federal no enfrentamento da pandemia da Covid-19, bem como as cometidas pelos administradores públicos federais, estaduais e municipais. A presente reunião destina-se à apreciação do plano de trabalho elaborado pelo Relator e de requerimentos. Questão de ordem, Senador Ciro. "
"2","2","2021-04-29","CIRO NOGUEIRA","(Bloco Parlamentar Unidos pelo Brasil/PP - PI)","Bloco Parlamentar Unidos pelo Brasil","PP","PI","","A questão de ordem, Sr. Presidente, é uma sugestão. "
"3","2","2021-04-29","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Pois não. Só um minutinho. Senador Ciro, por favor. "
"4","2","2021-04-29","CIRO NOGUEIRA","(Bloco Parlamentar Unidos pelo Brasil/PP - PI. Pela ordem.)","Bloco Parlamentar Unidos pelo Brasil","PP","PI","Pela ordem","Um pouco antes de o senhor chegar, nós estávamos discutindo com os membros da Comissão, e nós gostaríamos de fazer uma sugestão para o bom encaminhamento desta sessão de hoje. Qual é a nossa sugestão? Que nós votássemos tudo que for necessário para a realização das sessões na próxima semana, todos os requerimentos de informações, mas, no que diz respeito a plano de trabalho e convocação de outras pessoas que não serão ouvidas na próxima semana, nós gostaríamos de mais tempo em uma reunião subsequente, até porque o plano de trabalho foi entregue apenas ontem à noite. Então, nós gostaríamos de mais tempo para analisar tanto o plano de trabalho quanto os requerimentos de convocação de pessoas. Eu acho que isso seria mais inteligente e daria mais oportunidade aos Senadores de estudarem todo esse material, que será fundamental para o bom andamento da nossa Comissão.         "
"5","2","2021-04-29","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Senador Marcos Rogério. "
"6","2","2021-04-29","ROGÉRIO CARVALHO","(Bloco Parlamentar da Resistência Democrática/PT - SE)","Bloco Parlamentar da Resistência Democrática","PT","SE","","Sr. Presidente, eu peço a palavra... "
"7","2","2021-04-29","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Não, o Marcos Rogério pediu antes; depois será V. Exa. "
"8","2","2021-04-29","MARCOS ROGÉRIO","(Bloco Parlamentar Vanguarda/DEM - RO. Pela ordem.)","Bloco Parlamentar Vanguarda","DEM","RO","Pela ordem","Eu peço a palavra, Sr. Presidente, para uma questão de ordem. Antes, porém, gostaria de deixar consignado, uma vez que o Senador Ciro mencionou a questão do plano, que esta é a previsão do art. 108, §1º: a disponibilização. Ele até mencionou a disponibilização ontem à noite, mas eu não tomei conhecimento desse plano de trabalho. Eu acho que ele não foi disponibilizado ainda. Até este momento, não há plano de trabalho. "
"9","2","2021-04-29","CIRO NOGUEIRA","(Bloco Parlamentar Unidos pelo Brasil/PP - PI)","Bloco Parlamentar Unidos pelo Brasil","PP","PI","","Os requerimentos foram apensados ontem à noite; o plano de trabalho não. "
"10","2","2021-04-29","MARCOS ROGÉRIO","(Bloco Parlamentar Vanguarda/DEM - RO. Para questão de ordem.)","Bloco Parlamentar Vanguarda","DEM","RO","Para questão de ordem","O plano de trabalho eu acho que ainda não foi. Mas, Sr. Presidente, na forma do disposto nos arts. 403 e seguintes do Regimento Interno do Senado Federal e com base no que estabelecem os seus arts. 145 e seguintes, encaminhamos a V. Exa. a presente questão de ordem para que seja estabelecida a exigência do funcionamento presencial da presente Comissão Parlamentar de Inquérito. Sr. Presidente, é totalmente pacífico, tanto na doutrina como na jurisprudência, o entendimento de que o Poder Legislativo possui duas grandes funções institucionais, quais sejam, a de legislar e a de fiscalizar o funcionamento do Governo. Para cumprir essa última missão, as Casas Legislativas contam com diversos instrumentos, como a convocação de ministros de Estado, o requerimento de informações, a possibilidade de sustação de atos normativos exorbitantes, o trabalho de suas Comissões de fiscalização e controle, entre outros. Entretanto, nenhum desses instrumentos é mais forte do que a realização do inquérito parlamentar, por intermédio das CPIs. Conforme decidiu o Supremo Tribunal Federal, no Mandado de Segurança nº 24.831, julgado em 22 de junho de 2005, cujo Relator foi o Ministro Celso de Mello, o Parlamento recebeu dos cidadãos não só o poder de representação política e a competência para legislar, mas também o mandato para fiscalizar os órgãos e agentes do Estado, respeitados, nesse processo de fiscalização, os limites materiais e as exigências formais estabelecidas pela Constituição Federal. O direito de investigar, que a Constituição da República atribuiu ao Congresso Nacional e às Casas que o compõem – art. 58, §3º –, tem, no inquérito parlamentar, o instrumento mais expressivo de concretização desse relevantíssimo encargo constitucional, que traduz atribuição inerente à própria essência da instituição parlamentar. Nesse mesmo sentido e em diversos outros, como no caso dos MS 24.849, 26.441 e 37.760, este último que determinou a instalação da presente CPI, o Excelso Pretório deixou muito clara a obrigação de as Casas Legislativas darem andamento ao inquérito parlamentar, quando atendidos os requisitos constitucionais para tal. Ora, dar andamento ao inquérito parlamentar não pode, em hipótese alguma, ser entendido como uma questão formal, ou seja, não se pode admitir que a Casa Legislativa instale uma CPI sem que esse Colegiado tenha condições para o seu funcionamento, em verdadeira fraude ao texto constitucional. Citando novamente o Ministro Celso de Mello, em seu voto na Medida Cautelar nº 33.663, as Comissões Parlamentares de Inquérito, que atuam no Parlamento, devem dispor, na condução do procedimento investigatório, de todos os meios necessários e pertinentes à colimação de seus objetivos. Entre esses meios, destaca-se, sem dúvida, o poder de tomar o depoimento de qualquer autoridade ou cidadão, de ouvir indiciados e de inquirir testemunhas sob compromisso, bem como de realizar acareações. E, deve-se ressaltar, de realizar muitas dessas atividades em sessões secretas, quando o tema ou a conveniência da investigação assim o exigir.         Ora, todas essas providências são comprometidas, se não inviabilizadas, se a CPI não funcionar de forma presencial. Efetivamente, a oitiva e eventual acareação de testemunhas e de indiciados não se limitam à atividade de ouvi-los da forma que acharem mais conveniente. O procedimento demanda cuidados especiais. Impõe-se que seja assegurado que sejam ouvidos sem qualquer forma de ameaça e coação e que, nesse procedimento, não sejam instruídos e orientados, salvo nos casos assegurados pelas normas de processo penal. Ademais, é fundamental que haja a necessária interação entre interrogado e interrogando, que permita avaliar, corretamente, as reações e o comportamento do primeiro. Tudo isso fica absolutamente comprometido se não se realizar de forma presencial. Além disso, não se pode admitir que as inquirições sejam interrompidas ou até encerradas por falhas de comunicação, tão características de sua realização de forma remota, por mais avançados que sejam os recursos tecnológicos. E essa questão é ainda mais grave quando se constata que, por serem rotineiras nesse tipo de procedimento, não se pode assegurar se as falhas são reais ou fictícias, fornecendo poderosos instrumentos para que os inquiridos se livrem de responder sobre pontos indesejados. Isso sem considerar a necessidade de sigilo de alguns depoimentos, bem como da separação de testemunhas. Não há como, sem ser leviano, assegurar que depoimentos desse tipo não acabem sendo vazados, por mais que se busquem garantias tecnológicas. Esses problemas existem, mesmo na interação entre os Senadores da CPI, fundamental para o bom andamento dos trabalhos, que fica extremamente prejudicada se não for presencial. Ou seja, tudo conduz à impossibilidade da realização da CPI de forma não presencial, se se deseja que ela atinja verdadeiramente seus objetivos. Não é por outra razão, Sr. Presidente, que a Casa suspendeu o funcionamento de outras CPIs durante a pandemia e que o Sr. Presidente do Senado Federal, Senador Rodrigo Pacheco, estava aguardando o momento sanitário mais adequado para promover a devida instalação deste Colegiado. Conforme lembrou S. Exa. para os veículos de imprensa à época, o momento não era de ""fazer funcionar uma Comissão que exija a presença física, para exame de prova, para elaboração de laudos periciais, exames de documentos, inquirição de pessoas, incomunicabilidade de testemunhas. São requisitos de uma CPI que exigem que a CPI seja presencial"". Entretanto, tendo em vista a decisão do Supremo Tribunal Federal, o Presidente registrou que ""obviamente decisão judicial se cumpre, e eu vou cumprir a decisão do Supremo Tribunal Federal, porque tenho responsabilidade institucional e cívica, mas será o único órgão a funcionar presencialmente no Senado Federal"". Assim, realizar a CPI, de forma não presencial, será fazer um simulacro de inquérito parlamentar, equiparado a não a instalá-la, o que o Supremo Tribunal Federal decidiu ser inconstitucional.         Impõe-se, dessa forma, se se quer que a CPI exista para cumprir a sua missão constitucional, que ela funcione presencialmente, ou estaremos cometendo uma fraude com o povo brasileiro. É a presente questão de ordem que apresento para deliberação de V. Exa. "
