"","reuniao","data","nome","funcao_blocoPar","BlocoParl","partido","estado","complemento","fala"
"933","30","2021-07-01","FLÁVIO BOLSONARO","(PATRIOTA - RJ)","(PATRIOTA - RJ)","PATRIOTA","RJ","","Tem que confrontar! Tem que confrontar! "
"934","30","2021-07-01","JORGINHO MELLO","(Bloco Parlamentar Vanguarda/PL - SC)","Bloco Parlamentar Vanguarda","PL","SC","","Tem que confrontar o vídeo. Se não, ele já vai sair daqui. Eu queria que o Presidente tomasse essa posição... "
"935","30","2021-07-01","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Bloco Parlamentar Senado Independente","CIDADANIA","MA","","Sr. Presidente! Sr. Presidente, as diligências de V. Exa...  "
"936","30","2021-07-01","JORGINHO MELLO","(Bloco Parlamentar Vanguarda/PL - SC)","Bloco Parlamentar Vanguarda","PL","SC","","... sem ele sair daqui. "
"937","30","2021-07-01","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Bloco Parlamentar Senado Independente","CIDADANIA","MA","","... podem ser tomadas depois da minha fala? "
"938","30","2021-07-01","MARCOS DO VAL","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - ES)","Bloco Parlamentar PODEMOS/PSDB/PSL","PODEMOS","ES","","Ele já saiu. Ele já saiu, ele está lá na imprensa. Ele já saiu. "
"939","30","2021-07-01","JORGINHO MELLO","(Bloco Parlamentar Vanguarda/PL - SC)","Bloco Parlamentar Vanguarda","PL","SC","","Mas dá para ir lá e apreender o telefone dele, Presidente! O senhor poderia fazer isso por uma questão de coerência! "
"940","30","2021-07-01","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Bloco Parlamentar Senado Independente","CIDADANIA","MA","","Senador Jorginho... Senador Jorginho, deixe-me continuar o depoimento... "
"941","30","2021-07-01","FLÁVIO BOLSONARO","(PATRIOTA - RJ)","(PATRIOTA - RJ)","PATRIOTA","RJ","","O Presidente tem que se posicionar sobre a questão de ordem. É importante e urgente, Sr. Presidente. "
"942","30","2021-07-01","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Bloco Parlamentar Senado Independente","CIDADANIA","MA","","Sr. Dominguetti... "
"943","30","2021-07-01","LUIZ PAULO DOMINGUETTI PEREIRA","","","","","","Pois não, Excelência.  "
"944","30","2021-07-01","JORGINHO MELLO","(Bloco Parlamentar Vanguarda/PL - SC)","Bloco Parlamentar Vanguarda","PL","SC","","É uma questão de ordem, Sr. Presidente, por favor! "
"945","30","2021-07-01","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Bloco Parlamentar Senado Independente","CIDADANIA","MA","","Ele não está mais na sala, gente! "
"946","30","2021-07-01","FLÁVIO BOLSONARO","(PATRIOTA - RJ)","(PATRIOTA - RJ)","PATRIOTA","RJ","","Mas ele está aqui ao lado.         "
"947","30","2021-07-01","FERNANDO BEZERRA COELHO","(Bloco Parlamentar Unidos pelo Brasil/MDB - PE)","Bloco Parlamentar Unidos pelo Brasil","MDB","PE","","Ele está no Plenário do Senado Federal. A CPI... "
"948","30","2021-07-01","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Senador Jorginho... "
"949","30","2021-07-01","FLÁVIO BOLSONARO","(PATRIOTA - RJ)","(PATRIOTA - RJ)","PATRIOTA","RJ","","Ele está dentro do Congresso. "
"950","30","2021-07-01","ELIZIANE GAMA","(Bloco Parlamentar Senado Independente/CIDADANIA - MA)","Bloco Parlamentar Senado Independente","CIDADANIA","MA","","Ele trabalha no Congresso, ele é Deputado Federal. "
"951","30","2021-07-01","Omar Aziz","PRESIDENTE","(Omar Aziz. PSD - AM)","PSD","AM","","Ele é Deputado Federal. "
"952","30","2021-07-01","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Bloco Parlamentar Senado Independente","REDE","AP","","Presidente, questão de ordem. "
"953","30","2021-07-01","MARCOS ROGÉRIO","(Bloco Parlamentar Vanguarda/DEM - RO)","Bloco Parlamentar Vanguarda","DEM","RO","","É uma acusação grave, Presidente. "
